,data,features_cat,features_num,protected_attributes,p_att_description,target,etas,feat_dictionary,technique,model,dir_name,model_type,disparate_impact,statistical_parity_difference,equal_opportunity_difference,accuracy,eta,fs
108,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=70000,fair_model,0.102299625221908,-0.06958313823298,-0.0238970487678126,0.9002691790040377,1.0,lr_fsfs
109,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=70000,fair_model,0.0595636551571382,-0.0973756215339824,0.0644457208500861,0.8546433378196501,10.0,lr_fsfs
110,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=70000,fair_model,0.0923645984510859,-0.0321577257237142,-0.0306255299362708,0.8864064602960969,20.0,lr_fsfs
111,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=80000,fair_model,0.0876584393308235,-0.0599328585688918,-0.0151500981950808,0.9351951547779274,1.0,lr_fsfs
112,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=80000,fair_model,0.1973672374914314,-0.0094667047235259,0.0532825212756008,0.9187079407806192,10.0,lr_fsfs
113,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=80000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=80000,fair_model,0.1973672374914314,-0.0094667047235259,0.0532825212756008,0.9187079407806192,20.0,lr_fsfs
114,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=90000,fair_model,0.114408726686767,-0.0307930064224231,-0.0026377814552931,0.9517496635262448,1.0,lr_fsfs
115,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=90000,fair_model,0.1581700646444555,-0.0092630934788242,0.0276916904869364,0.9396366083445492,10.0,lr_fsfs
116,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('marital-status', ['Married-civ-spouse'])",>=90000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_marital-status_>=90000,fair_model,0.1581700646444555,-0.0092630934788242,0.0276916904869364,0.9396366083445492,20.0,lr_fsfs
117,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=10000,fair_model,0.957152289549516,-0.0386425870083522,-0.0128525082901729,0.8419246298788694,1.0,lr_fsfs
118,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=10000,fair_model,0.9868569424395264,-0.0118718166433138,-0.0021190955538942,0.8414535666218035,10.0,lr_fsfs
119,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=10000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=10000,fair_model,0.989599804022003,-0.0093827855018886,0.0009915984847876,0.8408479138627187,20.0,lr_fsfs
120,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=20000,fair_model,0.7282995112071001,-0.1930000108517149,-0.1352882460072849,0.7434051144010767,1.0,lr_fsfs
121,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=20000,fair_model,1.010195739470225,0.0072536178411839,0.0004611469132342,0.7342530282637955,10.0,lr_fsfs
122,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=20000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=20000,fair_model,1.0387470957369678,0.0275630544924894,0.007836578873634,0.7329744279946164,20.0,lr_fsfs
123,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=30000,fair_model,0.1587565491434775,-0.3938240244037979,-0.5350728304468909,0.7496635262449529,1.0,lr_fsfs
124,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=30000,fair_model,2.444915564907564,0.1787886276145319,0.1021473372681565,0.6030955585464334,10.0,lr_fsfs
125,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=30000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=30000,fair_model,2.372325831204798,0.1714197457049171,0.0853085705933408,0.6026917900403769,20.0,lr_fsfs
126,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=40000,fair_model,0.3736629813126683,-0.1315445482225828,-0.1758695618745939,0.7503364737550471,1.0,lr_fsfs
127,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=40000,fair_model,0.3736629813126683,-0.1315445482225828,-0.1758695618745939,0.7503364737550471,10.0,lr_fsfs
128,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=40000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=40000,fair_model,0.3736629813126683,-0.1315445482225828,-0.1758695618745939,0.7503364737550471,20.0,lr_fsfs
129,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=50000,fair_model,0.5113297875236977,-0.0469411330013277,-0.0459760802469135,0.8132570659488559,1.0,lr_fsfs
130,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=50000,fair_model,0.5113297875236977,-0.0469411330013277,-0.0459760802469135,0.8132570659488559,10.0,lr_fsfs
131,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=50000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=50000,fair_model,0.5113297875236977,-0.0469411330013277,-0.0459760802469135,0.8132570659488559,20.0,lr_fsfs
132,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=60000,fair_model,0.3704229572576511,-0.0448320937243707,-0.1181880121015712,0.8728129205921938,1.0,lr_fsfs
133,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=60000,fair_model,0.3704229572576511,-0.0448320937243707,-0.1181880121015712,0.8728129205921938,10.0,lr_fsfs
134,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=60000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=60000,fair_model,0.3704229572576511,-0.0448320937243707,-0.1181880121015712,0.8728129205921938,20.0,lr_fsfs
135,<__main__.NamedDataset object at 0x7f01885e0af0>,"['workclass', 'relationship', 'occupation', 'education-num']","['hours-per-week', 'capital-gain', 'capital-loss']","['gender', 'race', 'age_bins', 'marital-status']","('race', ['White'])",>=70000,"[1, 10, 20]","{'hours-per-week': 5, 'capital-gain': 5, 'capital-loss': 5, 'education-num': 16, 'workclass': 9, 'relationship': 6, 'occupation': 15}",<function sequential_fs at 0x7f01885c5f30>,<function fair_classifier at 0x7f01885c6170>,adult_sequential_fs_fair_classifier_race_>=70000,fair_model,0.2488243737941119,-0.0338409964475174,-0.1664915046417937,0.9020188425302826,1.0,lr_fsfs
